Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Autonomia Máxima,Registo(s),Livro de Revisões completo,Inspecção válida até,IUC,Consumo Combinado,Sub-modelo,Filtro de partículas,Autonomia,Consumo,Garantia de Fábrica até,ou até,IVA Discriminado,Capacidade da bateria,Bateria,Clássico,Gancho de Reboque,Tempo de carregamento,Site,Portugal,Data
Profissional,BMW,X2,18 i sDrive Auto Pack M,Gasolina,Junho,2018,44 866 km,1 499 cm3,140 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090590639,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-i-sdrive-auto-pack-m-ID8Pxidp.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Maio,2019,154 641 km,1 461 cm3,116 cv,,,,Sedan,Cinzento,,Automática,4,,,,,,,Usados,33 900        EUR,8090704040,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PxLIs.html,7,Tracção dianteira,125 g/km,"4,70 l/100km","3,90 l/100km",,,,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,320,d Touring Auto,Diesel,Abril,2020,46 336 km,1 995 cm3,190 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,42 490        EUR,8090590610,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-auto-ID8PxicV.html,,,,,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Junho,2019,50 660 km,,351 cv,,Sim,Sim,Sedan,Preto,,Automática,4,5,,18 Meses,Importado,,,Usados,36 999        EUR,8089931050,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PuvCS.html,,,,,,,,,01/06/2025,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,16 d sDrive Pack M Auto,Diesel,Outubro,2021,10 458 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Outra,,Automática,5,,,18 Meses,Nacional,,,Usados,43 990        EUR,8090590595,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-auto-ID8PxicH.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Tiguan Allspace,2.0 TDI Confortline DSG,Diesel,Setembro,2019,119 248 km,1 968 cm3,150 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,37 490        EUR,8090590568,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-confortline-dsg-ID8Pxicg.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Junho,2021,14 900 km,,136 cv,,Sim,Sim,Citadino,Cinzento,Metalizado,Automática,5,5,,18 Meses,Importado,,,Usados,34 950        EUR,8087408885,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-pack-ID8PjVuN.html,,Tracção dianteira,,,,,,,,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Electric,Cooper SE Premium Resolute Edition,Eléctrico,Abril,2022,14 208 km,,184 cv,Sim,,,Utilitário,Verde,,Automática,3,4,,36 Meses,,,,Usados,35 900        EUR,8090000194,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-premium-resolute-edition-ID8PuOC6.html,,,,,,,,,,,,,,,,01/10/2026,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Arkana,1.3 TCe R.S.Line EDC,Gasolina,Julho,2022,18 121 km,1 332 cm3,140 cv,Sim,,,SUV / TT,Preto,,Automática,5,5,,36 Meses,Nacional,,,Usados,31 500        EUR,8089999725,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-3-tce-r-s-line-edc-ID8PuOux.html,,,,,,,,,,,"6,10 l/100km",,,,,01/10/2026,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,1.5 BlueHDi GT EAT8,Diesel,Março,2023,16 000 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Preto,,Automática,5,5,,36 Meses,Nacional,Sim,Sim,Usados,40 750        EUR,8089280025,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-eat8-ID8PrNgt.html,6,,,"4,10 l/100km",,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Outubro,2017,69 714 km,1 998 cm3,252 cv,Sim,,,Sedan,Cinzento,,Automática,4,,,18 Meses,Nacional,,,Usados,36 990        EUR,8090590522,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8Pxibv.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 180,d Aut.,Diesel,Janeiro,2021,5 800 km,1 598 cm3,122 cv,,Sim,,Sedan,Preto,,Automática,5,5,,36 Meses,Nacional,Sim,Sim,Usados,37 900        EUR,8088911568,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-aut-ID8PqfpC.html,,,,"4,90 l/100km",,,,Sim,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Grandland X,1.5 CDTI GS Line,Diesel,Maio,2021,46 146 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,30 990        EUR,8090590514,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-gs-line-ID8Pxibo.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,530,d Auto,Diesel,Setembro,2018,85 989 km,2 993 cm3,265 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,35 950        EUR,8090493363,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-d-auto-ID8PvSUr.html,8,Tracção traseira,159 g/km,,,,1,Sim,14/09/2024,,,Série 5,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Julho,2020,34 989 km,1 969 cm3,150 cv,,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,39 950        EUR,8089292611,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8PrQxt.html,7,,,"5,90 l/100km",,,1,Sim,,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,418 Gran Coupé,d Corporate Edition Auto,Diesel,Junho,2021,29 999 km,1 995 cm3,150 cv,,Sim,Sim,Sedan,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,33 950        EUR,8090457850,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-corporate-edition-auto-ID8PvJFE.html,8,Tracção traseira,146 g/km,"5,30 l/100km","4,10 l/100km",,1,Sim,,,,Série 4,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,5008,1.6 BlueHDi Active,Diesel,Julho,2017,70 948 km,1 560 cm3,120 cv,Sim,,,SUV / TT,Azul,,Manual,5,,,18 Meses,Nacional,,,Usados,31 490        EUR,8090590502,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-active-ID8Pxibc.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,GLC 250,d Exclusive 4-Matic,Diesel,Junho,2018,114 989 km,2 143 cm3,204 cv,,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,42 650        EUR,8089217896,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8Prx6o.html,9,Integral,129 g/km,7 l/100km,,,1,Sim,05/06/2024,,,Classe GLC,Sim,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X3,20 d xDrive Advantage,Diesel,Fevereiro,2018,134 989 km,1 995 cm3,190 cv,,,,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,33 850        EUR,8090642870,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-advantage-ID8PxwNQ.html,8,Integral,154 g/km,,,,1,Sim,10/02/2024,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,S3 Limousine,2.0 TFSi quattro S tronic,Gasolina,Dezembro,2016,155 000 km,1 984 cm3,300 cv,Sim,,Sim,Utilitário,Preto,Metalizado,Automática,4,5,,18 Meses,,Sim,,Usados,33 500        EUR,8089444217,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-s-tronic-ID8PstYJ.html,,,,"8,80 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,GLC 250,d Off-Road 4-Matic,Diesel,Setembro,2015,118 413 km,2 143 cm3,204 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,39 990        EUR,8090590379,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-off-road-4-matic-ID8Pxi9d.html,,,,,,,,,,,,Classe GLC,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2016,142 984 km,1 950 cm3,194 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,36 990        EUR,8090590300,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8Pxi7V.html,,,,,,,,,,,,Classe E,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Dezembro,2019,79 211 km,1 968 cm3,190 cv,Sim,,,Utilitário,Cinzento,,Automática,4,5,,18 Meses,Nacional,,,Usados,30 990        EUR,8089107282,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pr4ki.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Julho,2020,38 019 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,41 990        EUR,8090590291,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Pxi7N.html,,,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Março,2018,99 983 km,1 598 cm3,136 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,30 990        EUR,8090590283,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8Pxi7F.html,,,,,,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 300,h Avantgarde,Híbrido (Diesel),Janeiro,2017,91 762 km,2 143 cm3,231 cv,Sim,,,Carrinha,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,32 490        EUR,8090590269,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-h-avantgarde-ID8Pxi7r.html,,,,,,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Novembro,2019,128 000 km,1 950 cm3,194 cv,,Sim,Sim,Coupé,Branco,,Automática,3,4,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,42 250        EUR,8090676142,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PxEsu.html,9,Tracção traseira,130 g/km,,,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,740,d xDrive Pack M,Diesel,Abril,2011,131 850 km,2 993 cm3,306 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,4,5,,18 Meses,Importado,,,Usados,33 500        EUR,8090309203,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-740-d-xdrive-pack-m-ID8Pv707.html,,,,,,,,,,,,Série 7,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Junho,2022,15 956 km,1 950 cm3,150 cv,,Sim,Sim,Utilitário,Preto,,Automática,5,5,,24 Meses,,Sim,Sim,Usados,44 490        EUR,8089944933,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-amg-line-aut-ID8PuAeN.html,8,Tracção dianteira,131 g/km,5 l/100km,"3,70 l/100km",,,Sim,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Auto,Diesel,Junho,2017,119 243 km,1 995 cm3,190 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,4,5,Classe 1,24 Meses,Nacional,Sim,Sim,Usados,32 500        EUR,8087941041,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PmaWX.html,,,108 g/km,,,,1,Sim,,"226,98 €",,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Land Rover,Range Rover Evoque,2.2 SD4 Dynamic Auto,Diesel,Maio,2014,92 000 km,2 179 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Verde,Metalizado,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,32 500        EUR,8090294106,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-sd4-dynamic-auto-ID8Pv34C.html,,,159 g/km,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Janeiro,2020,32 865 km,1 461 cm3,116 cv,Sim,,,Carrinha,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,36 490        EUR,8090590219,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Pxi6D.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Julho,2019,49 983 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,30 990        EUR,8090610126,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PxnhI.html,8,Tracção dianteira,,"4,40 l/100km","3,90 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Insignia Sports Tourer,1.5 D Ultimate Aut.,Diesel,Setembro,2021,52 760 km,1 496 cm3,122 cv,Sim,,,Carrinha,Outra,,Automática,5,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090590210,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-5-d-ultimate-aut-ID8Pxi6u.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,37 308 km,1 950 cm3,116 cv,Sim,,,Citadino,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,41 900        EUR,8090590203,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pxi6n.html,,,,,,,,,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Touring Aut. Luxury Line,Diesel,Setembro,2018,119 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Usados,31 990        EUR,8090320644,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-touring-aut-luxury-line-ID8Pv9YE.html,8,Tracção dianteira,,,,,,Sim,,250 €,,Série 5,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,A4 Avant,,Diesel,Maio,2019,145 000 km,1 968 cm3,190 cv,,Sim,Sim,Carrinha,Preto,,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,34 000        EUR,8090306722,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-ID8Pv6m6.html,7,Tracção dianteira,120 g/km,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,318,,Diesel,Outubro,2020,43 335 km,1 995 cm3,150 cv,,Sim,Sim,Carrinha,Preto,,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,34 250        EUR,8090306713,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-ID8Pv6lX.html,8,Tracção traseira,105 g/km,,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X5,25 d sDrive,Diesel,Janeiro,2018,102 000 km,1 995 cm3,231 cv,,Sim,,SUV / TT,Preto,,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,39 250        EUR,8090306724,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-ID8Pv6m8.html,,Tracção traseira,139 g/km,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,B 200,AMG Line Aut.,Gasolina,Julho,2020,65 000 km,1 332 cm3,163 cv,Sim,Sim,Sim,Monovolume,Branco,Metalizado,Automática,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,32 950        EUR,8089166539,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-200-amg-line-aut-ID8PrjK3.html,7,Tracção dianteira,,,,,,Sim,,130 €,6 l/100km,Classe B,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,ID.4,Pro Performance 1st Max,Eléctrico,Dezembro,2020,33 000 km,,204 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,5,5,Classe 1,36 Meses,,,,Usados,42 990        EUR,8089370145,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-4-pro-performance-1st-max-ID8PsaI1.html,,,,,,550 km,,,,,,,Sim,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Lexus,UX 300e,Premium,Eléctrico,Fevereiro,2021,12 000 km,,204 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,5,5,Classe 1,36 Meses,,,,Usados,38 950        EUR,8090604369,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-300e-premium-ID8PxlMR.html,1,Tracção dianteira,,,,300 km,,,,,,UX,,300 km,15 kWh/100km,,,Sim,54 kWh,Própria,,,,StandVirtual,Yes,2023-10-01
Profissional,Land Rover,Range Rover Sport,3.0 TDV6 HSE,Diesel,Abril,2014,190 000 km,2 993 cm3,258 cv,Sim,,,SUV / TT,Cinzento,Metalizado,Automática,5,,,36 Meses,,,,Usados,44 500        EUR,8088646289,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-sport-3-0-tdv6-hse-ID8Pp8oW.html,,,,"7,80 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 300,de Avantgarde,Híbrido (Diesel),Novembro,2019,86 000 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,35 750        EUR,8090313531,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8Pv87W.html,9,Tracção traseira,,,,,,Sim,,240 €,,Classe C,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,Q5,,Diesel,Agosto,2016,97 925 km,1 968 cm3,190 cv,Sim,,,SUV / TT,Branco,,Automática,5,,,18 Meses,Nacional,,,Usados,36 490        EUR,8090590053,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-q5-ID8Pxi3X.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Hyundai,i30 SW,1.6 CRDi N-Line,Diesel,Maio,2021,18 329 km,1 598 cm3,136 cv,Sim,,,Carrinha,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,31 990        EUR,8090589973,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-sw-1-6-crdi-n-line-ID8Pxi2F.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Hyundai,i30,1.6 CRDi N-Line 7DCT,Diesel,Dezembro,2021,30 263 km,1 598 cm3,136 cv,Sim,,,Citadino,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,31 990        EUR,8090589942,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-6-crdi-n-line-7dct-ID8Pxi2a.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Cupra,Formentor,1.5 TSI Base DSG,Gasolina,Setembro,2022,5 964 km,1 498 cm3,150 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,34 850        EUR,8089944954,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-base-dsg-ID8PuAf8.html,7,Tracção dianteira,,"6,50 l/100km",5 l/100km,,,Sim,,,,,,,,20/09/2025,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2016,117 078 km,1 950 cm3,194 cv,,,,Sedan,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,39 500        EUR,8089257955,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PrHvw.html,,,112 g/km,"6,10 l/100km",,,,,,,,Classe E,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Zoe,Limited 50,Eléctrico,Abril,2022,16 419 km,,109 cv,Sim,,Sim,Pequeno citadino,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,31 500        EUR,8089077227,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8PqVwx.html,,,,,,,,,,,,,,395 km,"17,30 kWh/100km",21/04/2025,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Setembro,2019,97 495 km,1 950 cm3,194 cv,Sim,,Sim,Carrinha,Preto,,Automática,5,5,,18 Meses,Nacional,,,Usados,37 500        EUR,8089077183,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PqVuP.html,,,,"5,50 l/100km",,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,A3 Sportback,40 TFSIe S line,Híbrido (Gasolina),Junho,2021,89 000 km,1 395 cm3,204 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,36 950        EUR,8090165214,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-s-line-ID8PwwxI.html,7,Tracção dianteira,,,,,,Sim,,130 €,,,Sim,59 km,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Volvo,XC 40,1.5 T5 PHEV Momentum Plus,Híbrido (Gasolina),Novembro,2020,71 000 km,1 477 cm3,262 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,39 850        EUR,8090609447,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-momentum-plus-ID8Pxn6L.html,8,Integral,,,,,,Sim,,130 €,,,Sim,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jaguar,F-Pace,2.0 i4D Portfolio Aut.,Diesel,Janeiro,2017,158 093 km,1 999 cm3,180 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 2,18 Meses,,Sim,Sim,Usados,38 990        EUR,8088175434,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-portfolio-aut-ID8Pn9Uu.html,8,Integral,139 g/km,,,,1,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,318,d Touring Auto,Diesel,Abril,2020,88 414 km,1 995 cm3,150 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090589855,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8Pxi0L.html,,,,,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Setembro,2021,20 699 km,1 950 cm3,116 cv,Sim,,,Carrinha,Outra,,Automática,5,,,18 Meses,Nacional,,,Usados,43 900        EUR,8090589805,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8PxhZX.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC Avantgarde,Diesel,Junho,2017,147 000 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,31 900        EUR,8090293416,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-avantgarde-ID8Pv2Tu.html,,,,,,,1,Sim,,,,Classe E,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
